ID,Rating,Total Ratings,Comments,Kickstarter,Rating Only,Comment Only
147370,8,116,40,1,76,39
147370,7,164,39,1,125,38
147370,6,288,58,6,230,52
147370,5,177,40,2,137,38
147370,4,78,22,0,56,22
147370,3,30,14,2,16,12
147370,2,14,8,0,6,8
147370,1,2,1,0,1,1
65225,10,13,3,0,10,3
65225,9,34,9,0,25,9
65225,8,154,40,0,114,40
65225,7,251,62,0,189,62
65225,6,272,62,0,210,62
65225,5,92,27,0,65,27
65225,4,52,19,0,33,19
65225,3,24,10,0,14,10
65225,2,12,4,0,8,4
65225,1,3,1,0,2,1
3242,10,5,3,0,2,3
3242,9,18,6,0,12,6
3242,8,73,29,0,44,29
3242,7,186,74,0,112,74
3242,6,328,132,0,196,132
3242,5,157,53,0,104,53
3242,4,84,36,0,48,36
3242,3,34,17,0,17,17
3242,2,18,9,0,9,9
3242,1,4,1,0,3,1
9342,10,3,3,0,0,3
9342,9,9,7,0,2,7
9342,8,107,43,0,64,43
9342,7,215,68,0,147,68
9342,6,305,101,0,204,101
9342,5,147,62,0,85,62
9342,4,66,19,0,47,19
9342,3,38,11,0,27,11
9342,2,14,7,0,7,7
178210,10,28,2,0,26,2
178210,9,37,3,0,34,3
178210,8,146,19,0,127,19
178210,7,214,28,0,186,28
178210,6,281,29,0,252,29
178210,5,94,18,0,76,18
178210,4,53,5,0,48,5
178210,3,27,5,0,22,5
178210,2,23,10,0,13,10
220792,10,17,3,0,14,3
220792,9,95,16,0,79,16
220792,8,338,52,0,286,52
220792,7,239,37,0,202,37
220792,6,143,26,0,117,26
220792,5,43,11,0,32,11
220792,4,23,8,0,15,8
220792,3,4,1,0,3,1
220792,2,2,2,0,0,2
220792,1,3,1,0,2,1
48979,10,14,3,0,11,3
48979,9,21,6,0,15,6
48979,8,88,10,0,78,10
48979,7,164,17,0,147,17
48979,6,317,32,0,285,32
48979,5,148,17,0,131,17
48979,4,86,21,0,65,21
48979,3,30,6,0,24,6
48979,2,26,9,0,17,9
215613,10,40,10,0,30,10
215613,9,67,12,2,55,10
215613,8,263,39,7,224,32
215613,7,257,37,5,220,32
215613,6,184,24,2,160,22
215613,5,51,13,3,38,10
215613,4,25,10,2,15,8
215613,3,10,4,0,6,4
215613,2,4,2,0,2,2
36888,10,20,3,0,17,3
36888,9,47,14,0,33,14
36888,8,278,77,0,201,77
36888,7,234,63,0,171,63
36888,6,200,76,0,124,76
36888,5,66,30,0,36,30
36888,4,41,23,0,18,23
36888,3,11,5,0,6,5
36888,2,2,1,0,1,1
188866,10,88,13,0,75,13
188866,9,154,14,0,140,14
188866,8,355,31,2,324,29
188866,7,188,19,0,169,19
188866,6,86,11,1,75,10
188866,4,9,1,0,8,1
145633,10,40,11,0,29,11
145633,9,54,18,0,36,18
145633,8,266,47,0,219,47
145633,7,260,57,0,203,57
145633,6,205,47,0,158,47
145633,5,51,13,0,38,13
145633,4,15,4,0,11,4
145633,3,4,3,0,1,3
231280,10,7,2,0,5,2
231280,9,29,5,0,24,5
231280,8,173,31,0,142,31
231280,7,333,41,0,292,41
231280,6,269,35,0,234,35
231280,5,61,13,0,48,13
231280,4,23,2,0,21,2
28218,10,9,2,0,7,2
28218,9,13,5,0,8,5
28218,8,107,27,0,80,27
28218,7,252,59,0,193,59
28218,6,342,87,0,255,87
28218,5,112,35,0,77,35
28218,4,45,10,0,35,10
28218,3,11,3,0,8,3
28218,2,7,2,0,5,2
277,10,7,2,0,5,2
277,9,23,10,0,13,10
277,8,84,26,0,58,26
277,7,183,54,0,129,54
277,6,307,72,0,235,72
277,5,158,40,0,118,40
277,4,82,35,0,47,35
277,3,34,11,0,23,11
277,2,17,9,0,8,9
277,1,4,1,0,3,1
157917,10,100,13,0,87,13
157917,9,152,19,0,133,19
157917,8,309,30,1,279,29
157917,7,169,16,0,153,16
157917,6,113,13,0,100,13
157917,5,30,3,0,27,3
157917,4,17,5,0,12,5
157917,3,7,1,0,6,1
129320,10,9,1,0,8,1
129320,9,42,14,1,28,13
129320,8,204,45,2,159,43
129320,7,275,46,2,229,44
129320,6,241,60,3,181,57
129320,5,76,25,3,51,22
129320,4,33,9,0,24,9
129320,3,14,5,0,9,5
129320,2,3,1,0,2,1
129320,1,3,1,0,2,1
119781,10,22,6,0,16,6
119781,9,57,16,1,41,15
119781,8,301,75,1,226,74
119781,7,232,48,1,184,47
119781,6,211,46,1,165,45
119781,5,48,17,1,31,16
119781,4,19,3,0,16,3
119781,3,3,1,0,2,1
119781,2,2,1,0,1,1
9215,10,62,18,0,44,18
9215,9,118,39,0,79,39
9215,8,288,96,0,192,96
9215,7,203,50,0,153,50
9215,6,137,41,0,96,41
9215,5,43,20,0,23,20
9215,4,20,6,0,14,6
9215,3,15,8,0,7,8
9215,2,5,3,0,2,3
9215,1,6,2,0,4,2
18985,10,30,16,0,14,16
18985,9,93,38,1,55,37
18985,8,239,95,0,144,95
18985,7,210,81,0,129,81
18985,6,193,66,0,127,66
18985,5,78,32,0,46,32
18985,4,21,12,0,9,12
18985,3,16,9,1,7,8
18985,2,10,8,0,2,8
18985,1,6,1,0,5,1
2652,10,23,6,0,17,6
2652,9,63,23,0,40,23
2652,8,182,60,0,122,60
2652,7,207,61,0,146,61
2652,6,247,67,0,180,67
2652,5,105,29,0,76,29
2652,4,45,23,0,22,23
2652,3,18,4,0,14,4
4424,10,7,3,0,4,3
4424,9,27,9,0,18,9
4424,8,127,46,0,81,46
4424,7,223,81,0,142,81
4424,6,303,89,0,214,89
4424,5,111,29,0,82,29
4424,4,59,15,0,44,15
4424,3,26,6,0,20,6
4424,2,12,1,0,11,1
169416,10,81,11,0,70,11
169416,9,142,21,0,121,21
169416,8,295,50,0,245,50
169416,7,183,23,0,160,23
169416,6,122,18,0,104,18
169416,5,35,5,0,30,5
169416,4,11,1,0,10,1
169416,3,11,4,0,7,4
169416,2,9,2,0,7,2
169416,1,5,2,1,3,1
81640,10,39,7,0,32,7
81640,9,114,13,0,101,13
81640,8,362,55,0,307,55
81640,7,185,37,0,148,37
81640,6,127,28,0,99,28
81640,5,36,11,0,25,11
81640,4,19,5,1,14,4
81640,3,5,2,0,3,2
81640,1,5,1,0,4,1
1511,10,11,7,0,4,7
1511,9,12,3,0,9,3
1511,8,28,9,0,19,9
1511,7,63,17,0,46,17
1511,6,168,49,0,119,49
1511,5,203,64,0,139,64
1511,4,185,61,0,124,61
1511,3,131,60,0,71,60
1511,2,57,28,0,29,28
1511,1,35,21,0,14,21
198487,10,62,2,0,60,2
198487,9,106,4,0,102,4
198487,8,328,23,0,305,23
198487,7,248,13,0,235,13
198487,6,99,7,0,92,7
198487,5,30,5,0,25,5
198487,4,11,1,0,10,1
198487,3,4,1,0,3,1
198487,2,3,1,0,2,1
198487,1,3,1,0,2,1
54735,10,8,3,0,5,3
54735,9,12,3,0,9,3
54735,8,98,20,0,78,20
54735,7,236,48,0,188,48
54735,6,339,56,0,283,56
54735,5,117,17,0,100,17
54735,4,51,13,0,38,13
54735,3,22,4,0,18,4
54735,2,10,4,0,6,4
31056,10,19,7,0,12,7
31056,9,35,9,0,26,9
31056,8,181,60,0,121,60
31056,7,243,68,0,175,68
31056,6,274,61,0,213,61
31056,5,80,10,0,70,10
31056,4,37,8,0,29,8
31056,3,13,2,0,11,2
31056,2,8,1,0,7,1
160968,10,8,1,0,7,1
160968,9,42,10,0,32,10
160968,8,234,52,0,182,52
160968,7,232,46,0,186,46
160968,6,231,43,0,188,43
160968,5,85,21,0,64,21
160968,4,28,4,0,24,4
160968,3,19,3,0,16,3
160968,2,10,3,0,7,3
160968,1,1,1,0,0,1
231664,10,11,1,0,10,1
231664,9,18,5,0,13,5
231664,8,131,17,0,114,17
231664,7,227,27,0,200,27
231664,6,291,44,0,247,44
231664,5,114,29,0,85,29
231664,4,49,14,0,35,14
231664,3,27,9,0,18,9
231664,2,21,10,0,11,10
231664,1,3,3,0,0,3
404,9,11,5,0,6,5
404,8,59,19,0,40,19
404,7,168,56,0,112,56
404,6,365,85,0,280,85
404,5,173,33,0,140,33
404,4,80,19,0,61,19
404,3,21,4,0,17,4
404,2,8,2,0,6,2
153623,10,14,4,0,10,4
153623,9,42,12,0,30,12
153623,8,234,53,0,181,53
153623,7,314,69,0,245,69
153623,6,198,41,0,157,41
153623,5,60,6,0,54,6
153623,4,17,6,0,11,6
153623,3,7,3,0,4,3
153623,2,3,1,0,2,1
2838,10,23,8,0,15,8
2838,9,24,5,0,19,5
2838,8,95,31,0,64,31
2838,7,148,32,0,116,32
2838,6,278,71,0,207,71
2838,5,173,30,0,143,30
2838,4,82,17,0,65,17
2838,3,35,16,0,19,16
2838,2,25,5,0,20,5
2838,1,6,2,0,4,2
3967,10,40,11,0,29,11
3967,9,69,16,0,53,16
3967,8,235,60,0,175,60
3967,7,253,55,0,198,55
3967,6,177,51,0,126,51
3967,5,59,17,0,42,17
3967,4,34,10,0,24,10
3967,3,10,5,0,5,5
3967,2,7,3,0,4,3
3967,1,5,1,0,4,1
59149,10,9,2,0,7,2
59149,9,27,5,0,22,5
59149,8,130,40,0,90,40
59149,7,197,54,0,143,54
59149,6,298,75,0,223,75
59149,5,102,26,0,76,26
59149,4,70,20,0,50,20
59149,3,30,5,0,25,5
59149,2,22,5,0,17,5
59149,1,4,1,0,3,1
55601,10,7,1,0,6,1
55601,9,12,2,0,10,2
55601,8,146,32,0,114,32
55601,7,246,59,0,187,59
55601,6,305,66,0,239,66
55601,5,92,17,0,75,17
55601,4,43,9,0,34,9
55601,3,21,6,0,15,6
55601,2,12,5,0,7,5
55601,1,4,1,0,3,1
3312,10,23,9,0,14,9
3312,9,35,19,0,16,19
3312,8,115,46,0,69,46
3312,7,252,84,0,168,84
3312,6,289,99,0,190,99
3312,5,117,29,0,88,29
3312,4,30,7,0,23,7
3312,3,21,6,0,15,6
3312,2,4,2,0,2,2
5588,9,3,1,0,2,1
5588,8,14,5,0,9,5
5588,7,46,16,0,30,16
5588,6,124,36,0,88,36
5588,5,196,48,0,148,48
5588,4,238,64,0,174,64
5588,3,143,41,0,102,41
5588,2,88,16,0,72,16
5588,1,33,8,0,25,8
2259,10,20,11,0,9,11
2259,9,32,17,0,15,17
2259,8,94,36,0,58,36
2259,7,199,83,0,116,83
2259,6,286,88,0,198,88
2259,5,156,59,0,97,59
2259,4,59,22,0,37,22
2259,3,19,13,0,6,13
2259,2,16,6,0,10,6
2259,1,3,1,0,2,1
8273,10,7,2,0,5,2
8273,9,14,8,0,6,8
8273,8,90,34,0,56,34
8273,7,244,72,0,172,72
8273,6,327,99,0,228,99
8273,5,117,32,0,85,32
8273,4,54,26,0,28,26
8273,3,19,7,0,12,7
8273,2,9,6,0,3,6
8273,1,3,1,0,2,1
3818,10,22,8,0,14,8
3818,9,29,7,0,22,7
3818,8,74,14,0,60,14
3818,7,153,19,0,134,19
3818,6,254,36,0,218,36
3818,5,163,29,0,134,29
3818,4,115,20,0,95,20
3818,3,48,5,0,43,5
3818,2,21,7,0,14,7
3818,1,5,3,0,2,3
150146,10,11,6,0,5,6
150146,9,37,8,0,29,8
150146,8,175,49,0,126,49
150146,7,260,55,0,205,55
150146,6,243,50,0,193,50
150146,5,91,26,0,65,26
150146,4,40,14,0,26,14
150146,3,12,4,0,8,4
150146,2,9,4,0,5,4
2578,10,8,1,0,7,1
2578,8,38,6,0,32,6
2578,7,109,21,0,88,21
2578,6,267,60,0,207,60
2578,5,221,45,0,176,45
2578,4,132,35,0,97,35
2578,3,56,16,0,40,16
2578,2,36,13,0,23,13
2578,1,12,5,0,7,5
120605,10,20,4,0,16,4
120605,9,30,7,0,23,7
120605,8,231,38,0,193,38
120605,7,250,32,0,218,32
120605,6,230,47,0,183,47
120605,5,71,15,0,56,15
120605,4,31,11,0,20,11
120605,3,8,2,0,6,2
120605,2,8,2,0,6,2
5457,10,10,2,0,8,2
5457,9,12,4,0,8,4
5457,8,55,12,0,43,12
5457,7,105,30,0,75,30
5457,6,237,67,0,170,67
5457,5,189,59,0,130,59
5457,4,136,47,0,89,47
5457,3,78,31,0,47,31
5457,2,39,24,0,15,24
5457,1,20,15,0,5,15
155463,10,53,7,0,46,7
155463,9,105,13,0,92,13
155463,8,251,32,0,219,32
155463,7,225,28,0,197,28
155463,6,163,19,0,144,19
155463,5,45,7,0,38,7
155463,4,25,9,0,16,9
155463,3,6,2,0,4,2
155463,2,6,2,0,4,2
155463,1,3,1,0,2,1
181960,10,15,3,0,12,3
181960,9,23,7,0,16,7
181960,8,194,26,0,168,26
181960,7,304,41,0,263,41
181960,6,250,37,0,213,37
181960,5,60,9,0,51,9
181960,4,25,2,0,23,2
181960,3,8,2,0,6,2
6541,10,23,1,0,22,1
6541,9,41,11,0,30,11
6541,8,150,19,0,131,19
6541,7,227,48,0,179,48
6541,6,293,48,0,245,48
6541,5,75,16,0,59,16
6541,4,44,8,0,36,8
6541,3,18,5,0,13,5
6541,2,7,4,0,3,4
6541,1,3,1,0,2,1
122891,10,11,3,0,8,3
122891,9,31,3,0,28,3
122891,8,198,35,0,163,35
122891,7,296,53,0,243,53
122891,6,213,46,0,167,46
122891,5,68,20,0,48,20
122891,4,40,11,0,29,11
122891,3,16,4,0,12,4
122891,1,5,2,0,3,2
6932,10,4,3,0,1,3
6932,9,3,2,0,1,2
6932,8,8,6,0,2,6
6932,7,22,4,0,18,4
6932,6,52,20,0,32,20
6932,5,131,52,0,79,52
6932,4,244,79,0,165,79
6932,3,186,61,0,125,61
6932,2,144,49,0,95,49
6932,1,86,31,0,55,31
1017,10,20,8,0,12,8
1017,9,50,23,0,27,23
1017,8,197,87,0,110,87
1017,7,253,100,0,153,100
1017,6,207,69,0,138,69
1017,5,79,29,0,50,29
1017,4,42,23,0,19,23
1017,3,19,8,0,11,8
1017,2,10,6,0,4,6
108722,10,55,10,0,45,10
108722,9,66,17,0,49,17
108722,8,224,35,0,189,35
108722,7,216,32,0,184,32
108722,6,196,30,0,166,30
108722,5,59,15,0,44,15
108722,4,30,7,0,23,7
108722,3,18,3,0,15,3
108722,2,6,1,0,5,1
108722,1,9,5,0,4,5
6539,10,6,2,0,4,2
6539,9,24,11,0,13,11
6539,8,154,61,0,93,61
6539,7,285,88,0,197,88
6539,6,263,107,0,156,107
6539,5,82,36,0,46,36
6539,4,41,22,0,19,22
6539,3,15,7,0,8,7
6539,2,5,1,0,4,1
200057,10,23,4,0,19,4
200057,9,80,6,0,74,6
200057,8,351,46,0,305,46
200057,7,256,48,1,208,47
200057,6,120,22,0,98,22
200057,5,33,10,0,23,10
200057,4,11,4,0,7,4
99392,10,68,15,0,53,15
99392,9,93,22,0,71,22
99392,8,255,72,2,183,70
99392,7,210,48,1,162,47
99392,6,157,44,0,113,44
99392,5,50,21,0,29,21
99392,4,22,6,0,16,6
99392,3,15,7,0,8,7
99392,2,5,2,0,3,2
35369,10,11,3,0,8,3
35369,9,30,5,0,25,5
35369,8,125,24,0,101,24
35369,7,198,30,0,168,30
35369,6,303,53,0,250,53
35369,5,111,23,0,88,23
35369,4,41,9,0,32,9
35369,3,28,6,0,22,6
35369,2,17,6,0,11,6
35369,1,13,6,0,7,6
168215,9,15,4,0,11,4
168215,8,105,6,0,99,6
168215,7,223,17,0,206,17
168215,6,316,27,0,289,27
168215,5,101,14,0,87,14
168215,4,51,6,0,45,6
168215,3,32,5,0,27,5
168215,2,20,3,0,17,3
168215,1,6,1,0,5,1
46007,10,18,7,0,11,7
46007,9,60,18,0,42,18
46007,8,256,80,0,176,80
46007,7,254,74,0,180,74
46007,6,180,54,0,126,54
46007,5,58,17,0,41,17
46007,4,31,12,0,19,12
46007,3,12,2,0,10,2
46007,2,6,2,0,4,2
46007,1,2,1,0,1,1
157026,10,70,16,0,54,16
157026,9,125,20,0,105,20
157026,8,321,56,0,265,56
157026,7,205,36,0,169,36
157026,6,107,12,0,95,12
157026,5,23,6,0,17,6
157026,4,18,4,0,14,4
157026,3,6,1,0,5,1
159504,10,162,36,1,126,35
159504,9,234,41,3,193,38
159504,8,245,35,3,210,32
159504,7,107,13,0,94,13
159504,6,60,11,4,49,7
159504,5,32,10,0,22,10
159504,4,18,10,2,8,8
159504,3,8,3,0,5,3
159504,2,4,3,1,1,2
159504,1,7,3,2,4,1
109291,10,63,10,1,53,9
109291,9,133,24,1,109,23
109291,8,302,62,3,240,59
109291,7,197,35,1,162,34
109291,6,125,22,0,103,22
109291,5,31,4,0,27,4
109291,4,10,2,0,8,2
109291,3,9,3,0,6,3
109291,2,2,1,0,1,1
109291,1,4,1,0,3,1
1986,10,9,4,0,5,4
1986,9,13,5,0,8,5
1986,8,68,18,0,50,18
1986,7,130,33,0,97,33
1986,6,286,63,0,223,63
1986,5,198,37,0,161,37
1986,4,101,33,0,68,33
1986,3,50,19,0,31,19
1986,2,14,3,0,11,3
1986,1,6,1,0,5,1
241831,10,16,2,0,14,2
241831,9,40,4,0,36,4
241831,8,226,29,0,197,29
241831,7,295,32,0,263,32
241831,6,210,42,0,168,42
241831,5,58,11,0,47,11
241831,4,23,6,0,17,6
241831,3,14,5,0,9,5
241831,1,5,2,0,3,2
22877,10,110,47,0,63,47
22877,9,231,73,0,158,73
22877,8,239,78,0,161,78
22877,7,131,47,0,84,47
22877,6,80,31,0,49,31
22877,5,29,8,0,21,8
22877,4,26,12,0,14,12
22877,3,14,8,0,6,8
22877,2,7,6,0,1,6
22877,1,8,3,0,5,3
195503,10,25,3,0,22,3
195503,9,91,16,0,75,16
195503,8,350,58,2,292,56
195503,7,218,35,0,183,35
195503,6,138,28,0,110,28
195503,5,33,8,0,25,8
195503,4,13,1,0,12,1
195503,3,3,1,0,2,1
195503,2,3,1,0,2,1
25823,10,9,2,0,7,2
25823,9,18,7,0,11,7
25823,8,123,32,0,91,32
25823,7,284,77,0,207,77
25823,6,310,66,0,244,66
25823,5,81,22,0,59,22
25823,4,32,15,0,17,15
25823,3,8,2,0,6,2
25823,2,8,2,0,6,2
21704,9,10,2,0,8,2
21704,8,89,28,0,61,28
21704,7,160,37,0,123,37
21704,6,317,97,0,220,97
21704,5,154,50,0,104,50
21704,4,85,36,0,49,36
21704,3,36,18,0,18,18
21704,2,13,6,0,7,6
21704,1,5,2,0,3,2
244271,10,182,40,1,142,39
244271,9,217,29,4,188,25
244271,8,310,38,1,272,37
244271,7,96,17,1,79,16
244271,6,38,11,0,27,11
244271,5,18,7,1,11,6
244271,4,9,6,1,3,5
244271,3,4,2,0,2,2
3318,10,5,2,0,3,2
3318,9,18,2,0,16,2
3318,8,113,41,0,72,41
3318,7,223,70,0,153,70
3318,6,310,96,0,214,96
3318,5,130,47,0,83,47
3318,4,51,22,0,29,22
3318,3,15,8,0,7,8
3318,2,7,3,0,4,3
3318,1,1,1,0,0,1
8059,10,13,7,0,6,7
8059,9,37,12,0,25,12
8059,8,115,30,0,85,30
8059,7,201,51,0,150,51
8059,6,251,60,0,191,60
8059,5,127,38,0,89,38
8059,4,74,29,0,45,29
8059,3,40,15,0,25,15
8059,2,10,5,0,5,5
8059,1,4,2,0,2,2
37589,10,28,2,0,26,2
37589,9,18,2,0,16,2
37589,8,82,14,0,68,14
37589,7,169,38,0,131,38
37589,6,325,63,0,262,63
37589,5,136,26,0,110,26
37589,4,70,12,0,58,12
37589,3,28,6,0,22,6
37589,2,10,2,0,8,2
37589,1,5,2,0,3,2
2228,10,37,16,0,21,16
2228,9,47,16,0,31,16
2228,8,164,52,0,112,52
2228,7,222,48,0,174,48
2228,6,224,57,0,167,57
2228,5,99,30,0,69,30
2228,4,41,15,0,26,15
2228,3,30,17,0,13,17
2228,2,7,3,0,4,3
2228,1,1,1,0,0,1
22889,10,2,1,0,1,1
22889,9,6,3,0,3,3
22889,8,41,3,0,38,3
22889,7,112,25,0,87,25
22889,6,294,59,0,235,59
22889,5,233,49,0,184,49
22889,4,116,24,0,92,24
22889,3,33,13,0,20,13
22889,2,28,7,0,21,7
22889,1,7,4,0,3,4
218920,9,43,5,0,38,5
218920,8,274,40,0,234,40
218920,7,297,46,0,251,46
218920,6,194,34,0,160,34
218920,5,42,10,0,32,10
218920,4,7,4,0,3,4
218920,3,6,2,0,4,2
218920,2,2,1,0,1,1
122240,10,75,9,0,66,9
122240,9,135,18,0,117,18
122240,8,289,45,0,244,45
122240,7,209,33,0,176,33
122240,6,119,20,0,99,20
122240,5,29,4,0,25,4
122240,3,5,1,0,4,1
122240,2,2,1,0,1,1
230498,9,18,3,0,15,3
230498,8,141,21,0,120,21
230498,7,274,17,0,257,17
230498,6,261,27,0,234,27
230498,5,89,13,0,76,13
230498,4,41,9,0,32,9
230498,3,29,5,0,24,5
230498,2,11,3,0,8,3
230498,1,1,1,0,0,1
424,10,60,16,0,44,16
424,9,130,32,0,98,32
424,8,303,91,0,212,91
424,7,196,43,0,153,43
424,6,103,41,0,62,41
424,5,34,13,0,21,13
424,4,16,6,0,10,6
424,3,16,7,0,9,7
424,2,7,2,0,5,2
424,1,5,3,0,2,3
189,10,18,4,0,14,4
189,9,44,9,0,35,9
189,8,250,71,0,179,71
189,7,281,60,0,221,60
189,6,193,49,0,144,49
189,5,50,9,0,41,9
189,4,21,5,0,16,5
189,3,3,1,0,2,1
1950,10,12,3,0,9,3
1950,9,14,2,0,12,2
1950,8,62,16,0,46,16
1950,7,128,27,0,101,27
1950,6,311,51,0,260,51
1950,5,185,48,0,137,48
1950,4,94,22,0,72,22
1950,3,47,8,0,39,8
1950,2,12,2,0,10,2
3208,10,9,4,0,5,4
3208,9,10,6,0,4,6
3208,8,103,48,0,55,48
3208,7,244,90,0,154,90
3208,6,325,106,0,219,106
3208,5,119,40,0,79,40
3208,4,46,13,0,33,13
3208,3,9,5,0,4,5
3208,1,2,1,0,1,1
171672,10,4,1,0,3,1
171672,9,18,4,0,14,4
171672,8,101,13,0,88,13
171672,7,189,22,0,167,22
171672,6,354,58,0,296,58
171672,5,105,9,0,96,9
171672,4,56,8,0,48,8
171672,3,21,4,0,17,4
171672,2,15,5,0,10,5
171672,1,4,2,0,2,2
136587,10,10,1,0,9,1
136587,9,7,1,0,6,1
136587,8,93,25,3,68,22
136587,7,191,25,0,166,25
136587,6,308,43,1,265,42
136587,5,152,22,0,130,22
136587,4,69,14,0,55,14
136587,3,23,3,0,20,3
136587,2,11,3,0,8,3
136587,1,3,1,0,2,1
180231,9,21,5,0,16,5
180231,8,164,33,0,131,33
180231,7,283,52,0,231,52
180231,6,270,46,0,224,46
180231,5,69,10,0,59,10
180231,4,37,9,0,28,9
180231,3,11,2,0,9,2
118410,10,7,2,0,5,2
118410,9,24,5,0,19,5
118410,8,85,13,0,72,13
118410,7,195,30,0,165,30
118410,6,302,36,0,266,36
118410,5,137,18,0,119,18
118410,4,80,20,0,60,20
118410,3,26,3,0,23,3
118410,2,8,3,0,5,3
192927,10,22,3,0,19,3
192927,9,36,4,0,32,4
192927,8,165,29,0,136,29
192927,7,225,31,0,194,31
192927,6,243,27,0,216,27
192927,5,90,12,0,78,12
192927,4,48,6,0,42,6
192927,3,22,4,0,18,4
192927,2,10,3,0,7,3
192927,1,7,2,0,5,2
224783,10,97,24,3,73,21
224783,9,190,33,2,157,31
224783,8,326,54,4,272,50
224783,7,114,17,2,97,15
224783,6,100,22,1,78,21
224783,5,24,5,0,19,5
224783,4,10,5,1,5,4
224783,3,6,1,0,5,1
224783,2,2,2,0,0,2
224783,1,3,1,0,2,1
97803,10,18,6,0,12,6
97803,9,40,6,0,34,6
97803,8,151,29,0,122,29
97803,7,220,44,0,176,44
97803,6,260,49,0,211,49
97803,5,101,25,0,76,25
97803,4,45,13,0,32,13
97803,3,20,7,0,13,7
97803,2,6,4,0,2,4
97803,1,4,2,0,2,2
4583,10,60,18,0,42,18
4583,9,66,16,0,50,16
4583,8,190,56,0,134,56
4583,7,186,43,0,143,43
4583,6,204,51,0,153,51
4583,5,81,23,0,58,23
4583,4,39,12,0,27,12
4583,3,24,9,0,15,9
4583,2,10,7,0,3,7
68228,10,8,2,0,6,2
68228,9,38,6,0,32,6
68228,8,178,50,0,128,50
68228,7,292,67,0,225,67
68228,6,245,69,0,176,69
68228,5,60,27,0,33,27
68228,4,32,12,0,20,12
68228,3,9,5,0,4,5
68228,2,1,1,0,0,1
92120,10,10,4,0,6,4
92120,9,33,10,0,23,10
92120,8,205,47,0,158,47
92120,7,227,45,1,182,44
92120,6,223,66,0,157,66
92120,5,94,18,0,76,18
92120,4,42,16,0,26,16
92120,3,18,7,0,11,7
92120,2,11,7,0,4,7
92120,1,2,1,0,1,1
174614,10,29,12,2,17,10
174614,9,46,8,2,38,6
174614,8,193,34,8,159,26
174614,7,242,43,7,199,36
174614,6,246,57,7,189,50
174614,5,74,13,0,61,13
174614,4,25,5,0,20,5
174614,3,8,3,0,5,3
174614,1,1,1,1,0,0
15839,10,45,28,0,17,28
15839,9,113,57,0,56,57
15839,8,309,156,0,153,156
15839,7,212,91,0,121,91
15839,6,100,50,0,50,50
15839,5,46,29,0,17,29
15839,4,22,13,0,9,13
15839,3,8,3,0,5,3
15839,2,6,1,0,5,1
15839,1,2,1,0,1,1
3230,10,7,4,0,3,4
3230,9,11,3,0,8,3
3230,8,141,44,0,97,44
3230,7,280,64,0,216,64
3230,6,279,70,0,209,70
3230,5,93,19,0,74,19
3230,4,38,14,0,24,14
3230,3,12,3,0,9,3
3230,2,2,1,0,1,1
1549,10,22,5,0,17,5
1549,9,36,9,0,27,9
1549,8,91,33,0,58,33
1549,7,186,60,0,126,60
1549,6,261,78,0,183,78
1549,5,134,24,0,110,24
1549,4,91,23,0,68,23
1549,3,20,7,0,13,7
1549,2,6,1,0,5,1
189067,10,39,8,2,31,6
189067,9,51,8,1,43,7
189067,8,270,62,12,208,50
189067,7,225,33,6,192,27
189067,6,168,28,4,140,24
189067,5,52,10,1,42,9
189067,4,33,13,1,20,12
189067,3,14,5,1,9,4
189067,2,6,4,0,2,4
189067,1,3,1,0,2,1
241451,10,194,52,2,142,50
241451,9,295,57,3,238,54
241451,8,249,47,2,202,45
241451,7,71,13,0,58,13
241451,6,38,7,0,31,7
241451,5,8,2,0,6,2
241451,4,6,3,0,3,3
241451,3,1,1,0,0,1
241451,2,1,1,0,0,1
241451,1,6,3,0,3,3
31449,9,3,1,0,2,1
31449,8,90,30,0,60,30
31449,7,194,50,0,144,50
31449,6,319,89,0,230,89
31449,5,146,50,0,96,50
31449,4,63,27,0,36,27
31449,3,29,17,0,12,17
31449,2,12,3,0,9,3
31449,1,2,1,0,1,1
96792,10,20,10,0,10,10
96792,9,42,10,0,32,10
96792,8,235,59,4,176,55
96792,7,244,56,2,188,54
96792,6,227,59,2,168,57
96792,5,64,26,0,38,26
96792,4,18,8,0,10,8
96792,3,6,1,0,5,1
230253,10,100,19,1,81,18
230253,9,206,26,4,180,22
230253,8,371,57,4,314,53
230253,7,126,14,3,112,11
230253,6,46,7,2,39,5
230253,5,10,2,0,8,2
230253,4,5,1,0,4,1
230253,2,2,1,0,1,1
11945,10,30,7,0,23,7
11945,9,60,8,0,52,8
11945,8,214,30,0,184,30
11945,7,267,42,0,225,42
11945,6,164,26,0,138,26
11945,5,55,15,0,40,15
11945,4,44,10,0,34,10
11945,3,10,3,0,7,3
11945,2,8,1,0,7,1
11945,1,7,3,0,4,3
27165,10,5,3,0,2,3
27165,9,17,5,0,12,5
27165,8,103,24,0,79,24
27165,7,268,70,0,198,70
27165,6,317,90,0,227,90
27165,5,93,28,0,65,28
27165,4,40,17,0,23,17
27165,3,9,4,0,5,4
27165,2,4,1,0,3,1
27165,1,2,1,0,1,1
33150,9,25,1,0,24,1
33150,8,114,20,0,94,20
33150,7,179,35,0,144,35
33150,6,283,41,0,242,41
33150,5,143,26,0,117,26
33150,4,68,15,0,53,15
33150,3,18,4,0,14,4
33150,2,14,4,0,10,4
