ID,Rating,Total Ratings,Comments,Kickstarter,Rating Only,Comment Only
13,10,5128,1015,0,4113,1015
13,9,8365,1379,0,6986,1379
13,8,23647,3776,1,19871,3775
13,7,23106,3408,1,19698,3407
13,6,15790,2711,0,13079,2711
13,5,4984,925,0,4059,925
13,4,2286,553,0,1733,553
13,3,905,256,0,649,256
13,2,287,95,0,192,95
68448,10,5759,995,0,4764,995
68448,9,11725,1682,1,10043,1681
68448,8,27101,3760,0,23341,3760
68448,7,15083,1970,0,13113,1970
68448,6,6166,1045,0,5121,1045
68448,5,1571,361,0,1210,361
68448,4,683,180,0,503,180
68448,3,293,95,0,198,95
68448,2,135,32,0,103,32
68448,1,98,23,0,75,23
36218,10,6102,1213,0,4889,1213
36218,9,11119,1736,0,9383,1736
36218,8,23564,3341,0,20223,3341
36218,7,14879,2036,0,12843,2036
36218,6,7862,1345,0,6517,1345
36218,5,2510,500,0,2010,500
36218,4,1063,284,0,779,284
36218,3,491,136,0,355,136
36218,2,232,74,0,158,74
36218,1,133,25,0,108,25
9209,10,3352,638,0,2714,638
9209,9,6860,1193,0,5667,1193
9209,8,21180,3582,0,17598,3582
9209,7,16983,2417,0,14566,2417
9209,6,8286,1323,0,6963,1323
9209,5,2191,427,0,1764,427
9209,4,798,199,0,599,199
9209,3,323,89,0,234,89
9209,2,131,48,0,83,48
9209,1,73,20,0,53,20
31260,10,9499,1964,0,7535,1964
31260,9,12672,2180,1,10492,2179
31260,8,18025,2959,1,15066,2958
31260,7,8512,1368,0,7144,1368
31260,6,4657,960,0,3697,960
31260,5,1510,328,0,1182,328
31260,4,890,236,0,654,236
31260,3,465,130,0,335,130
31260,2,307,98,0,209,98
31260,1,278,54,0,224,54
3076,10,8025,1713,0,6312,1713
3076,9,12580,2238,0,10342,2238
3076,8,20039,3079,0,16960,3079
3076,7,9239,1405,0,7834,1405
3076,6,4120,811,0,3309,811
3076,5,1140,269,0,871,269
3076,4,508,129,0,379,129
3076,3,292,98,0,194,98
3076,2,155,42,0,113,42
3076,1,165,39,0,126,39
40692,10,1965,309,0,1656,309
40692,9,5156,745,0,4411,745
40692,8,18934,2555,2,16379,2553
40692,7,15116,1820,0,13296,1820
40692,6,8249,1214,0,7035,1214
40692,5,2336,393,0,1943,393
40692,4,940,210,0,730,210
40692,3,396,100,0,296,100
40692,2,166,44,0,122,44
40692,1,87,16,0,71,16
178900,10,3827,525,0,3302,525
178900,9,8156,1005,0,7151,1005
178900,8,19784,2218,0,17566,2218
178900,7,11534,1176,0,10358,1176
178900,6,5119,608,0,4511,608
178900,5,1252,181,0,1071,181
178900,4,508,93,0,415,93
178900,3,234,47,0,187,47
178900,2,102,27,0,75,27
178900,1,87,19,0,68,19
2651,10,5053,1129,0,3924,1129
2651,9,10099,1835,0,8264,1835
2651,8,19280,2859,0,16421,2859
2651,7,9108,1289,0,7819,1289
2651,6,4070,718,0,3352,718
2651,5,1123,245,0,878,245
2651,4,555,165,0,390,165
2651,3,267,81,0,186,81
2651,2,123,38,0,85,38
2651,1,108,25,0,83,25
70323,10,1767,304,0,1463,304
70323,9,4471,706,1,3765,705
70323,8,15822,2431,1,13391,2430
70323,7,14108,1838,0,12270,1838
70323,6,8209,1169,0,7040,1169
70323,5,2288,371,0,1917,371
70323,4,991,206,0,785,206
70323,3,367,70,0,297,70
70323,2,178,40,0,138,40
70323,1,72,21,0,51,21
14996,10,2385,368,0,2017,368
14996,9,5787,774,0,5013,774
14996,8,18843,2602,0,16241,2602
14996,7,12775,1665,0,11110,1665
14996,6,5456,777,0,4679,777
14996,5,1269,238,0,1031,238
14996,4,433,105,0,328,105
14996,3,161,39,0,122,39
14996,2,64,14,0,50,14
14996,1,51,7,0,44,7
129622,10,2051,349,0,1702,349
129622,9,4492,686,0,3806,686
129622,8,14628,2092,0,12536,2092
129622,7,13936,1811,1,12125,1810
129622,6,7985,1108,0,6877,1108
129622,5,2120,369,0,1751,369
129622,4,883,169,0,714,169
129622,3,347,92,0,255,92
129622,2,152,44,0,108,44
129622,1,92,23,0,69,23
148228,10,2299,343,0,1956,343
148228,9,5429,741,0,4688,741
148228,8,16793,2084,0,14709,2084
148228,7,11767,1291,0,10476,1291
148228,6,5761,766,0,4995,766
148228,5,1619,265,0,1354,265
148228,4,653,145,0,508,145
148228,3,257,70,0,187,70
148228,2,109,27,0,82,27
148228,1,71,15,0,56,15
478,10,1064,235,0,829,235
478,9,3016,520,1,2496,519
478,8,13411,2389,0,11022,2389
478,7,14151,2238,0,11913,2238
478,6,8416,1573,0,6843,1573
478,5,2127,473,0,1654,473
478,4,884,266,0,618,266
478,3,309,104,0,205,104
478,2,187,71,0,116,71
478,1,60,19,0,41,19
39856,10,2037,340,0,1697,340
39856,9,4177,638,0,3539,638
39856,8,13521,1902,0,11619,1902
39856,7,11537,1501,1,10036,1500
39856,6,6784,952,0,5832,952
39856,5,1780,245,0,1535,245
39856,4,825,141,0,684,141
39856,3,318,62,0,256,62
39856,2,163,39,0,124,39
39856,1,104,17,0,87,17
28143,10,4765,1304,0,3461,1304
28143,9,7275,1480,0,5795,1480
28143,8,13959,2253,0,11706,2253
28143,7,7694,1097,0,6597,1097
28143,6,4080,757,0,3323,757
28143,5,1379,299,0,1080,299
28143,4,675,191,0,484,191
28143,3,346,79,0,267,79
28143,2,179,59,0,120,59
28143,1,107,19,0,88,19
173346,10,4289,558,0,3731,558
173346,9,9956,1194,1,8762,1193
173346,8,17111,1917,0,15194,1917
173346,7,6014,656,1,5358,655
173346,6,2087,284,0,1803,284
173346,5,493,90,0,403,90
173346,4,188,36,0,152,36
173346,3,92,20,0,72,20
173346,2,61,18,0,43,18
173346,1,56,10,0,46,10
169786,10,7996,1242,33,6754,1209
169786,9,10875,1227,56,9648,1171
169786,8,11868,1295,46,10573,1249
169786,7,4528,480,16,4048,464
169786,6,2397,405,12,1992,393
169786,5,762,183,4,579,179
169786,4,372,91,0,281,91
169786,3,189,63,0,126,63
169786,2,95,34,0,61,34
169786,1,141,32,0,109,32
110327,10,2924,484,0,2440,484
110327,9,6526,946,0,5580,946
110327,8,15856,2209,1,13647,2208
110327,7,7982,1045,0,6937,1045
110327,6,3472,566,0,2906,566
110327,5,949,216,0,733,216
110327,4,429,112,0,317,112
110327,3,156,49,0,107,49
110327,2,73,27,0,46,27
110327,1,52,13,0,39,13
167791,10,8390,1186,1,7204,1185
167791,9,11459,1277,0,10182,1277
167791,8,11561,1218,1,10343,1217
167791,7,3885,484,1,3401,483
167791,6,1839,350,0,1489,350
167791,5,572,148,0,424,148
167791,4,316,96,0,220,96
167791,3,186,62,0,124,62
167791,2,95,44,0,51,44
167791,1,97,25,0,72,25
34635,10,2067,402,0,1665,402
34635,9,5116,867,0,4249,867
34635,8,15725,2446,0,13279,2446
34635,7,9198,1201,0,7997,1201
34635,6,4104,697,0,3407,697
34635,5,1108,207,0,901,207
34635,4,415,114,0,301,114
34635,3,181,60,0,121,60
34635,2,72,18,0,54,18
34635,1,59,11,0,48,11
84876,10,4634,804,0,3830,804
84876,9,8775,1284,1,7491,1283
84876,8,14787,2015,0,12772,2015
84876,7,5201,693,0,4508,693
84876,6,2045,364,0,1681,364
84876,5,575,130,0,445,130
84876,4,257,70,0,187,70
84876,3,103,32,0,71,32
84876,2,57,13,0,44,13
84876,1,73,9,0,64,9
1927,10,839,131,0,708,131
1927,9,1411,160,0,1251,160
1927,8,4327,542,1,3785,541
1927,7,6745,814,0,5931,814
1927,6,10080,1501,0,8579,1501
1927,5,5088,885,0,4203,885
1927,4,3484,817,0,2667,817
1927,3,2061,518,0,1543,518
1927,2,1267,410,0,857,410
1927,1,518,169,0,349,169
65244,10,523,105,0,418,105
65244,9,1463,251,0,1212,251
65244,8,7768,1413,0,6355,1413
65244,7,12138,1891,0,10247,1891
65244,6,9603,1561,1,8042,1560
65244,5,2422,415,0,2007,415
65244,4,833,179,0,654,179
65244,3,282,69,0,213,69
65244,2,96,24,0,72,24
65244,1,23,5,0,18,5
12333,10,8792,1825,6,6967,1819
12333,9,8848,1507,4,7341,1503
12333,8,9389,1594,6,7795,1588
12333,7,3550,585,2,2965,583
12333,6,1972,403,1,1569,402
12333,5,664,160,0,504,160
12333,4,404,115,0,289,115
12333,3,279,72,0,207,72
12333,2,157,49,0,108,49
12333,1,235,39,0,196,39
15987,10,2855,677,0,2178,677
15987,9,4677,899,0,3778,899
15987,8,9971,1861,0,8110,1861
15987,7,7270,1249,0,6021,1249
15987,6,5210,1100,0,4110,1100
15987,5,1888,459,0,1429,459
15987,4,1166,324,0,842,324
15987,3,682,219,0,463,219
15987,2,342,131,0,211,131
15987,1,133,44,0,89,44
11,10,874,236,0,638,236
11,9,2296,551,0,1745,551
11,8,9448,2086,0,7362,2086
11,7,10997,1955,0,9042,1955
11,6,6986,1225,0,5761,1225
11,5,1851,375,0,1476,375
11,4,749,181,0,568,181
11,3,296,89,0,207,89
11,2,121,37,0,84,37
11,1,44,11,0,33,11
163412,10,1752,245,0,1507,245
163412,9,4832,608,0,4224,608
163412,8,14688,1664,0,13024,1664
163412,7,8041,781,0,7260,781
163412,6,2992,339,0,2653,339
163412,5,609,72,0,537,72
163412,4,211,33,0,178,33
163412,3,62,10,0,52,10
163412,2,47,9,0,38,9
163412,1,26,3,0,23,3
150376,10,2640,389,0,2251,389
150376,9,5774,667,0,5107,667
150376,8,12293,1332,0,10961,1332
150376,7,6295,610,0,5685,610
150376,6,3587,497,0,3090,497
150376,5,1051,195,0,856,195
150376,4,521,118,0,403,118
150376,3,253,54,0,199,54
150376,2,123,37,0,86,37
150376,1,80,15,0,65,15
120677,10,6343,967,0,5376,967
120677,9,8065,907,0,7158,907
120677,8,10339,1076,1,9263,1075
120677,7,4160,481,0,3679,481
120677,6,2132,342,0,1790,342
120677,5,665,126,0,539,126
120677,4,349,92,0,257,92
120677,3,194,56,0,138,56
120677,2,109,31,0,78,31
120677,1,128,21,0,107,21
98778,10,1353,262,0,1091,262
98778,9,2662,414,0,2248,414
98778,8,9387,1347,0,8040,1347
98778,7,9438,1149,0,8289,1149
98778,6,6046,811,0,5235,811
98778,5,1713,279,0,1434,279
98778,4,769,141,0,628,141
98778,3,290,65,0,225,65
98778,2,159,38,0,121,38
98778,1,65,18,0,47,18
50,10,899,242,0,657,242
50,9,2451,612,0,1839,612
50,8,9888,2277,0,7611,2277
50,7,10256,2072,0,8184,2072
50,6,5733,1237,0,4496,1237
50,5,1588,376,0,1212,376
50,4,583,162,0,421,162
50,3,241,88,0,153,88
50,2,102,34,0,68,34
50,1,50,16,0,34,16
41114,10,1823,349,0,1474,349
41114,9,3807,595,1,3212,594
41114,8,10379,1462,7,8917,1455
41114,7,8046,993,4,7053,989
41114,6,4876,675,0,4201,675
41114,5,1431,234,0,1197,234
41114,4,710,135,0,575,135
41114,3,312,57,0,255,57
41114,2,162,45,0,117,45
41114,1,116,24,0,92,24
161936,10,10954,1478,0,9476,1478
161936,9,9029,1016,0,8013,1016
161936,8,6485,723,0,5762,723
161936,7,2094,304,0,1790,304
161936,6,1073,183,0,890,183
161936,5,362,69,0,293,69
161936,4,226,51,0,175,51
161936,3,175,45,1,130,44
161936,2,173,65,0,108,65
161936,1,376,86,1,290,85
10547,10,1573,287,0,1286,287
10547,9,2938,442,0,2496,442
10547,8,8338,1389,0,6949,1389
10547,7,8030,1367,0,6663,1367
10547,6,5734,1198,0,4536,1198
10547,5,1686,399,0,1287,399
10547,4,1076,303,0,773,303
10547,3,487,151,0,336,151
10547,2,281,110,0,171,110
10547,1,110,39,0,71,39
37111,10,3755,790,0,2965,790
37111,9,5390,920,0,4470,920
37111,8,9914,1645,0,8269,1645
37111,7,5229,772,1,4457,771
37111,6,3208,599,0,2609,599
37111,5,1058,216,0,842,216
37111,4,610,188,0,422,188
37111,3,314,88,0,226,88
37111,2,162,61,0,101,61
37111,1,98,26,0,72,26
131357,10,973,157,1,816,156
131357,9,2332,379,11,1953,368
131357,8,8099,1176,36,6923,1140
131357,7,8608,1044,18,7564,1026
131357,6,5786,886,14,4900,872
131357,5,1771,314,4,1457,310
131357,4,869,192,3,677,189
131357,3,330,92,2,238,90
131357,2,164,43,0,121,43
131357,1,69,19,0,50,19
147020,10,1792,299,1,1493,298
147020,9,3945,546,5,3399,541
147020,8,10954,1502,5,9452,1497
147020,7,6926,802,1,6124,801
147020,6,3331,497,0,2834,497
147020,5,763,130,0,633,130
147020,4,272,59,0,213,59
147020,3,132,32,0,100,32
147020,2,62,17,0,45,17
147020,1,48,11,0,37,11
54043,10,976,181,0,795,181
54043,9,2951,459,0,2492,459
54043,8,11709,1761,0,9948,1761
54043,7,8005,1076,0,6929,1076
54043,6,3256,501,0,2755,501
54043,5,641,124,0,517,124
54043,4,201,41,0,160,41
54043,3,64,13,0,51,13
54043,2,28,7,0,21,7
54043,1,31,3,0,28,3
70919,10,893,142,0,751,142
70919,9,2253,297,0,1956,297
70919,8,9880,1258,0,8622,1258
70919,7,8847,958,1,7889,957
70919,6,4403,600,0,3803,600
70919,5,991,170,0,821,170
70919,4,366,69,0,297,69
70919,3,129,21,0,108,21
70919,2,50,19,0,31,19
70919,1,19,5,0,14,5
463,10,4410,1068,0,3342,1068
463,9,3797,764,0,3033,764
463,8,6719,1275,0,5444,1275
463,7,5515,962,0,4553,962
463,6,4099,767,0,3332,767
463,5,1500,330,0,1170,330
463,4,770,195,0,575,195
463,3,467,157,0,310,157
463,2,260,84,0,176,84
463,1,266,76,0,190,76
230802,10,2030,300,0,1730,300
230802,9,5354,623,0,4731,623
230802,8,12477,1290,0,11187,1290
230802,7,5105,525,0,4580,525
230802,6,1786,231,0,1555,231
230802,5,427,75,0,352,75
230802,4,133,26,0,107,26
230802,3,50,13,0,37,13
230802,2,24,6,0,18,6
230802,1,38,8,0,30,8
40834,10,2232,280,0,1952,280
40834,9,4820,553,0,4267,553
40834,8,10343,1144,0,9199,1144
40834,7,5681,588,0,5093,588
40834,6,2541,343,0,2198,343
40834,5,758,127,0,631,127
40834,4,325,66,0,259,66
40834,3,126,25,0,101,25
40834,2,90,17,0,73,17
40834,1,96,13,0,83,13
121921,10,3124,523,1,2601,522
121921,9,5592,713,0,4879,713
121921,8,9906,1193,0,8713,1193
121921,7,4390,463,0,3927,463
121921,6,2337,366,0,1971,366
121921,5,645,113,0,532,113
121921,4,353,72,0,281,72
121921,3,169,47,0,122,47
121921,2,86,20,0,66,20
121921,1,62,10,0,52,10
133473,10,513,88,0,425,88
133473,9,1496,174,0,1322,174
133473,8,7553,1082,1,6471,1081
133473,7,9681,1187,0,8494,1187
133473,6,5496,738,2,4758,736
133473,5,1150,176,0,974,176
133473,4,391,88,0,303,88
133473,3,117,23,0,94,23
133473,2,46,9,0,37,9
133473,1,31,2,0,29,2
181,10,424,110,0,314,110
181,9,512,101,0,411,101
181,8,1882,343,0,1539,343
181,7,3803,669,0,3134,669
181,6,7941,1391,0,6550,1391
181,5,5387,1017,0,4370,1017
181,4,3439,812,0,2627,812
181,3,1702,485,0,1217,485
181,2,835,255,0,580,255
181,1,208,70,0,138,70
157354,10,1901,300,0,1601,300
157354,9,4384,574,0,3810,574
157354,8,10887,1301,0,9586,1301
157354,7,5009,512,0,4497,512
157354,6,2265,316,1,1949,315
157354,5,634,109,0,525,109
157354,4,267,62,0,205,62
157354,3,117,29,0,88,29
157354,2,63,28,0,35,28
157354,1,39,11,0,28,11
31481,10,1500,317,0,1183,317
31481,9,3390,650,0,2740,650
31481,8,9180,1559,0,7621,1559
31481,7,6032,932,0,5100,932
31481,6,3397,552,0,2845,552
31481,5,959,186,0,773,186
31481,4,556,153,0,403,153
31481,3,254,72,0,182,72
31481,2,165,47,0,118,47
31481,1,70,16,0,54,16
170216,10,3501,565,22,2936,543
170216,9,5910,710,37,5200,673
170216,8,9164,1041,34,8123,1007
170216,7,3760,421,8,3339,413
170216,6,1934,262,3,1672,259
170216,5,562,100,3,462,97
170216,4,291,63,1,228,62
170216,3,150,36,2,114,34
170216,2,65,17,0,48,17
170216,1,69,12,0,57,12
6249,10,413,94,0,319,94
6249,9,1344,293,0,1051,293
6249,8,7424,1482,0,5942,1482
6249,7,8808,1556,2,7252,1554
6249,6,5082,1018,1,4064,1017
6249,5,1273,298,0,975,298
6249,4,498,161,0,337,161
6249,3,203,71,0,132,71
6249,2,72,35,0,37,35
6249,1,24,5,0,19,5
2655,10,1191,326,0,865,326
2655,9,2467,538,0,1929,538
2655,8,8269,1679,0,6590,1679
2655,7,7116,1242,0,5874,1242
2655,6,4118,729,0,3389,729
2655,5,1073,221,0,852,221
2655,4,391,97,0,294,97
2655,3,140,38,0,102,38
2655,2,59,14,0,45,14
2655,1,36,6,0,30,6
18602,10,2974,729,0,2245,729
18602,9,4660,960,0,3700,960
18602,8,8576,1539,0,7037,1539
18602,7,4567,796,0,3771,796
18602,6,2349,530,0,1819,530
18602,5,720,171,0,549,171
18602,4,368,122,0,246,122
18602,3,206,73,0,133,73
18602,2,99,43,0,56,43
18602,1,82,17,0,65,17
174430,10,12213,1990,80,10223,1910
174430,9,5906,734,38,5172,696
174430,8,3479,456,21,3023,435
174430,7,1227,190,4,1037,186
174430,6,759,178,4,581,174
174430,5,324,104,2,220,102
174430,4,175,52,1,123,51
174430,3,158,55,0,103,55
174430,2,111,41,0,70,41
174430,1,257,57,3,200,54
126163,10,2348,354,0,1994,354
126163,9,4863,647,0,4216,647
126163,8,10151,1184,0,8967,1184
126163,7,4269,449,0,3820,449
126163,6,1873,282,0,1591,282
126163,5,462,74,0,388,74
126163,4,210,62,0,148,62
126163,3,93,19,0,74,19
126163,2,50,16,0,34,16
126163,1,45,2,0,43,2
124742,10,4468,880,0,3588,880
124742,9,4601,754,1,3847,753
124742,8,6988,1040,0,5948,1040
124742,7,4021,540,0,3481,540
124742,6,2407,381,0,2026,381
124742,5,872,154,0,718,154
124742,4,412,79,0,333,79
124742,3,222,44,0,178,44
124742,2,119,39,0,80,39
124742,1,142,20,0,122,20
171,10,3403,885,0,2518,885
171,9,2100,373,0,1727,373
171,8,4254,787,0,3467,787
171,7,5266,958,0,4308,958
171,6,5053,994,0,4059,994
171,5,2270,485,0,1785,485
171,4,1127,308,0,819,308
171,3,457,149,0,308,149
171,2,201,61,0,140,61
171,1,71,22,0,49,22
72125,10,3355,604,2,2751,602
72125,9,5198,742,0,4456,742
72125,8,8272,1137,3,7135,1134
72125,7,3817,499,0,3318,499
72125,6,1952,360,0,1592,360
72125,5,635,134,0,501,134
72125,4,336,99,0,237,99
72125,3,191,62,0,129,62
72125,2,101,33,0,68,33
72125,1,86,8,0,78,8
103343,10,2369,329,0,2040,329
103343,9,4152,510,0,3642,510
103343,8,8181,818,0,7363,818
103343,7,4818,516,0,4302,516
103343,6,2714,326,0,2388,326
103343,5,776,105,0,671,105
103343,4,486,98,0,388,98
103343,3,232,49,0,183,49
103343,2,117,27,0,90,27
103343,1,77,11,0,66,11
39463,10,3258,744,0,2514,744
39463,9,3566,641,0,2925,641
39463,8,6962,1113,0,5849,1113
39463,7,4614,630,0,3984,630
39463,6,3051,463,0,2588,463
39463,5,1126,212,0,914,212
39463,4,678,160,0,518,160
39463,3,386,98,0,288,98
39463,2,182,49,0,133,49
39463,1,95,27,0,68,27
157969,10,669,106,0,563,106
157969,9,2016,269,0,1747,269
157969,8,8102,990,0,7112,990
157969,7,6903,761,1,6142,760
157969,6,4093,538,0,3555,538
157969,5,1068,153,0,915,153
157969,4,498,113,0,385,113
157969,3,177,36,0,141,36
157969,2,63,17,0,46,17
157969,1,35,6,0,29,6
102794,10,3146,473,0,2673,473
102794,9,5565,709,0,4856,709
102794,8,8952,1084,0,7868,1084
102794,7,3502,395,0,3107,395
102794,6,1497,226,0,1271,226
102794,5,421,75,0,346,75
102794,4,210,55,0,155,55
102794,3,107,32,0,75,32
102794,2,61,15,0,46,15
102794,1,94,21,0,73,21
146021,10,2919,434,0,2485,434
146021,9,4902,652,0,4250,652
146021,8,8176,976,0,7200,976
146021,7,3920,465,0,3455,465
146021,6,2156,305,0,1851,305
146021,5,678,123,0,555,123
146021,4,369,88,0,281,88
146021,3,197,53,0,144,53
146021,2,115,26,0,89,26
146021,1,78,14,0,64,14
1406,10,266,65,0,201,65
1406,9,198,38,0,160,38
1406,8,697,144,0,553,144
1406,7,1376,252,0,1124,252
1406,6,3682,664,0,3018,664
1406,5,4418,817,0,3601,817
1406,4,5313,976,0,4337,976
1406,3,3729,843,0,2886,843
1406,2,2606,666,0,1940,666
1406,1,1179,350,0,829,350
15062,10,801,190,0,611,190
15062,9,2018,423,0,1595,423
15062,8,7439,1396,0,6043,1396
15062,7,6704,1171,0,5533,1171
15062,6,4166,903,0,3263,903
15062,5,1235,301,0,934,301
15062,4,642,210,0,432,210
15062,3,279,95,0,184,95
15062,2,122,48,0,74,48
15062,1,51,19,0,32,19
96848,10,5012,1006,0,4006,1006
96848,9,5350,862,0,4488,862
96848,8,6702,1005,0,5697,1005
96848,7,3004,406,0,2598,406
96848,6,1894,329,0,1565,329
96848,5,633,128,0,505,128
96848,4,353,88,0,265,88
96848,3,243,64,0,179,64
96848,2,126,46,0,80,46
96848,1,100,16,0,84,16
3955,10,452,80,0,372,80
3955,9,1039,199,0,840,199
3955,8,4152,846,0,3306,846
3955,7,6544,1152,0,5392,1152
3955,6,6749,1282,0,5467,1282
3955,5,2270,543,0,1727,543
3955,4,1149,337,0,812,337
3955,3,561,180,0,381,180
3955,2,264,98,0,166,98
3955,1,78,24,0,54,24
181304,10,1115,146,0,969,146
181304,9,2798,344,0,2454,344
181304,8,8389,982,0,7407,982
181304,7,5899,586,0,5313,586
181304,6,3219,341,0,2878,341
181304,5,932,116,0,816,116
181304,4,430,70,0,360,70
181304,3,213,46,0,167,46
181304,2,65,20,0,45,20
181304,1,50,8,0,42,8
42,10,2490,867,0,1623,867
42,9,3937,1041,0,2896,1041
42,8,8007,1638,0,6369,1638
42,7,4587,754,0,3833,754
42,6,2525,461,0,2064,461
42,5,768,172,0,596,172
42,4,400,122,0,278,122
42,3,188,58,0,130,58
42,2,103,30,0,73,30
42,1,67,15,0,52,15
42,0,1,1,0,0,1
35677,10,2696,539,0,2157,539
35677,9,4754,786,0,3968,786
35677,8,8641,1342,0,7299,1342
35677,7,3775,544,0,3231,544
35677,6,1890,316,0,1574,316
35677,5,615,140,0,475,140
35677,4,336,99,0,237,99
35677,3,154,32,0,122,32
35677,2,77,31,0,46,31
35677,1,87,7,0,80,7
320,10,787,199,0,588,199
320,9,938,197,0,741,197
320,8,2969,618,0,2351,618
320,7,4996,858,0,4138,858
320,6,7148,1152,0,5996,1152
320,5,3247,621,0,2626,621
320,4,1767,396,0,1371,396
320,3,639,170,0,469,170
320,2,299,112,0,187,112
320,1,128,35,0,93,35
10630,10,1638,478,0,1160,478
10630,9,3182,729,0,2453,729
10630,8,8262,1758,1,6504,1757
10630,7,5262,1092,0,4170,1092
10630,6,2800,655,0,2145,655
10630,5,822,231,0,591,231
10630,4,367,127,0,240,127
10630,3,170,63,0,107,63
10630,2,75,23,0,52,23
10630,1,46,14,0,32,14
128882,10,2273,354,4,1919,350
128882,9,3459,454,1,3005,453
128882,8,7698,854,7,6844,847
128882,7,4826,521,4,4305,517
128882,6,2628,317,5,2311,312
128882,5,755,72,0,683,72
128882,4,382,70,0,312,70
128882,3,214,39,0,175,39
128882,2,110,27,0,83,27
128882,1,96,17,0,79,17
132531,10,1520,248,0,1272,248
132531,9,3733,502,0,3231,502
132531,8,8727,994,0,7733,994
132531,7,4222,509,0,3713,509
132531,6,2006,306,0,1700,306
132531,5,591,95,0,496,95
132531,4,293,63,0,230,63
132531,3,120,38,0,82,38
132531,2,55,16,0,39,16
132531,1,41,4,0,37,4
18,10,1006,288,0,718,288
18,9,1966,438,0,1528,438
18,8,6179,1348,0,4831,1348
18,7,5835,1103,0,4732,1103
18,6,3841,766,0,3075,766
18,5,1090,229,0,861,229
18,4,664,194,0,470,194
18,3,335,104,0,231,104
18,2,171,67,0,104,67
18,1,106,34,0,72,34
18,0,1,1,0,0,1
93,10,1921,581,0,1340,581
93,9,3697,844,0,2853,844
93,8,8173,1496,0,6677,1496
93,7,4353,671,0,3682,671
93,6,2008,385,0,1623,385
93,5,562,130,0,432,130
93,4,251,78,0,173,78
93,3,102,29,0,73,29
93,2,59,18,0,41,18
93,1,42,7,0,35,7
9220,10,282,48,0,234,48
9220,9,706,107,0,599,107
9220,8,3789,672,1,3117,671
9220,7,6617,926,0,5691,926
9220,6,6623,979,0,5644,979
9220,5,1861,288,0,1573,288
9220,4,780,167,0,613,167
9220,3,286,63,0,223,63
9220,2,103,25,0,78,25
9220,1,30,11,0,19,11
143884,10,272,35,0,237,35
143884,9,857,111,0,746,111
143884,8,4542,619,0,3923,619
143884,7,6619,828,0,5791,828
143884,6,5612,832,0,4780,832
143884,5,1714,313,0,1401,313
143884,4,820,207,0,613,207
143884,3,382,91,0,291,91
143884,2,167,71,0,96,71
143884,1,63,20,0,43,20
136063,10,446,83,0,363,83
136063,9,1405,238,0,1167,238
136063,8,7214,1021,0,6193,1021
136063,7,6897,812,0,6085,812
136063,6,3652,487,0,3165,487
136063,5,841,123,0,718,123
136063,4,302,56,0,246,56
136063,3,84,17,0,67,17
136063,2,31,9,0,22,9
136063,1,23,4,0,19,4
103885,10,2286,364,0,1922,364
103885,9,3602,476,0,3126,476
103885,8,7186,933,0,6253,933
103885,7,4321,492,0,3829,492
103885,6,2214,289,0,1925,289
103885,5,620,93,0,527,93
103885,4,232,38,0,194,38
103885,3,102,30,0,72,30
103885,2,73,19,0,54,19
103885,1,71,17,0,54,17
8217,10,499,154,0,345,154
8217,9,1742,456,0,1286,456
8217,8,7278,1662,0,5616,1662
8217,7,6651,1320,0,5331,1320
8217,6,3286,728,0,2558,728
8217,5,829,219,0,610,219
8217,4,276,90,0,186,90
8217,3,84,27,0,57,27
8217,2,32,10,0,22,10
8217,1,23,3,0,20,3
122522,10,683,105,0,578,105
122522,9,1277,165,0,1112,165
122522,8,4821,624,0,4197,624
122522,7,5737,662,0,5075,662
122522,6,4864,670,0,4194,670
122522,5,1654,261,0,1393,261
122522,4,846,169,0,677,169
122522,3,370,81,0,289,81
122522,2,173,48,0,125,48
122522,1,54,18,0,36,18
2453,10,449,115,0,334,115
2453,9,1027,244,0,783,244
2453,8,4712,1093,0,3619,1093
2453,7,6667,1297,0,5370,1297
2453,6,5011,920,0,4091,920
2453,5,1369,247,0,1122,247
2453,4,468,115,0,353,115
2453,3,113,22,0,91,22
2453,2,36,8,0,28,8
2453,1,25,2,0,23,2
16992,10,363,51,0,312,51
16992,9,857,150,0,707,150
16992,8,3792,704,0,3088,704
16992,7,6234,1025,0,5209,1025
16992,6,5746,1042,0,4704,1042
16992,5,1752,382,0,1370,382
16992,4,709,184,0,525,184
16992,3,252,73,0,179,73
16992,2,111,46,0,65,46
16992,1,42,18,0,24,18
148949,10,815,124,0,691,124
148949,9,2484,351,0,2133,351
148949,8,8742,1026,0,7716,1026
148949,7,5049,509,1,4540,508
148949,6,2028,255,0,1773,255
148949,5,418,90,0,328,90
148949,4,152,31,0,121,31
148949,3,53,15,0,38,15
148949,2,26,6,0,20,6
148949,1,23,3,0,20,3
124361,10,2213,446,0,1767,446
124361,9,4614,688,0,3926,688
124361,8,8324,1066,0,7258,1066
124361,7,2975,341,0,2634,341
124361,6,1115,173,0,942,173
124361,5,260,53,0,207,53
124361,4,112,35,0,77,35
124361,3,47,11,0,36,11
124361,2,26,6,0,20,6
124361,1,32,10,0,22,10
172,10,428,151,0,277,151
172,9,1329,397,0,932,397
172,8,6869,1809,0,5060,1809
172,7,6472,1343,0,5129,1343
172,6,3426,630,0,2796,630
172,5,767,157,0,610,157
172,4,262,70,0,192,70
